74799.9107143,100963.080357,59949.8102686,67.773758
75085.2008929,14822.18471,49475.5412943,79.071762
25226.1886157,99261.5625,8399.76492714,24.740086
29413.6244414,68305.30134,38420.9068086,64.090752
26027.6729914,82633.9676343,72370.0725443,37.194077
25050.31808,32982.4581471,50697.4553571,53.490612
35421.6545757,51778.5714286,65140.1227686,24.204895
96604.3526786,87254.2299114,77178.2700886,17.975615
102568.839286,24947.4414057,35350.6975443,30.224754
77551.2220986,103025.15625,20954.4782371,46.132195
90424.6484371,21240.4408486,52581.7633929,21.573305
32202.0005586,73867.6897314,65763.9508929,22.579084
36927.03683,41592.2935271,58908.0970986,42.636406
34865.00837,48630.5189729,50080.00558,29.941771
14617.8194757,78378.1863843,100196.640626,44.201603
71733.5267857,58097.3604914,102617.354911,38.551445
65037.7678571,95072.2879457,70953.6941971,28.340216
65246.9419643,104916.808036,63000.5859371,37.177082
103246.841517,16717.9729357,25343.0943086,36.535488
27092.8599329,97570.2008929,4889.97558571,32.321941
38761.25,65228.6997771,64115.1339286,42.81118
35822.2879457,37164.2047986,57271.2220986,40.938419
37302.64788,39419.4670757,59432.5334829,14.508121
67556.3113843,76694.9218743,30823.9676343,25.310289
17339.8325886,87450.4017857,100192.455357,28.630867
36044.9665171,50559.7935271,64739.1908486,34.950787
61078.7220986,55927.80134,105896.283483,11.267281
98694.8995543,45350.9793529,24647.7427457,28.11742
103246.183036,19320.2022886,26880.1283486,28.256985
104101.841517,17182.0675229,25623.3649557,12.425856
15611.2179129,42336.0658486,102546.618303,31.240631
28542.7232143,30797.5,77509.8883929,18.752361
75547.5892857,106357.745536,17370.3445871,33.713509
63169.38058,62583.9620543,72922.0145086,11.705401
59645.4073657,71476.1272314,40071.8498886,24.263599
30578.4988843,96563.3705357,6904.07575286,31.939123
46549.8325886,1732.83604143,106451.662946,25.573496
38454.3164057,46913.9787943,62747.2377229,17.653746
33302.1037943,48012.3102686,48686.4397314,28.640654
77645.3627229,103806.506697,20731.0379457,29.009439
66059.0401786,103020.558036,65486.7801343,13.367429
26114.69587,63177.7455357,75383.2924114,22.925886
60273.4598214,89279.9162943,70843.0189729,6.973456
40318.0161829,54050.5022314,61912.0703129,27.104994
502.847247143,68581.3002229,948.654087143,23.266769
21891.5150671,2209.38406857,11017.2635329,27.503899
76927.4274557,96821.8191971,16810.78683,22.976297
79242.65625,41864.9079243,106519.196429,23.509327
75580.1841514,100057.131697,58954.5926343,25.31805
61852.8962057,51273.3203129,431.546761429,27.681868
65476.55134,44299.38616,74192.8404014,29.857515
42694.4726557,75038.7779014,72544.67634,13.886516
75423.58817,13770.8133371,47106.4732143,24.522285
87740.7198657,103827.17634,53024.1127229,19.802979
35838.6607143,36427.80971,57287.8738843,26.094088
85046.3281257,24951.8945314,38698.9341514,24.497915
15613.8169643,42098.89788,103067.979911,24.850903
64027.6897314,56395.2343743,101729.508929,15.423485
79369.7656257,9273.98228286,50079.7991071,19.939898
9962.36258429,42336.6071429,8861.47042429,26.922789
61835.0446429,64196.86942,103777.5,17.784842
13375.1004457,46178.3454243,5673.23660714,19.680529
105941.350446,52774.8883929,5729.69133714,23.959486
58285.1339286,93352.9129457,57862.1316971,18.40049
102574.095983,88489.8102686,91540.3348214,26.140295
37611.3141743,54444.84933,81215.7533486,23.524984
26512.2739957,64670.5915171,72755.2511157,22.866514
78057.0033486,95595.3348214,61446.8415171,14.710161
25830.1255586,98026.9196429,4554.86118857,13.504759
13441.4481029,52026.9866071,86159.6651786,9.308837
86301.1272314,32295.4547986,101715.446429,25.124607
80879.0011157,106712.120536,50735.4520086,18.614651
18194.45452,5917.25865,51014.9776786,23.278276
104495.691964,81372.3549114,96103.7834829,23.519875
20828.3328686,35263.8643971,44253.89788,14.908714
10005.9584257,72559.8158486,58140.31808,21.890013
98919.7433029,102995.61384,74051.9698657,14.253157
35900.0725443,41979.4335943,57478.7053571,11.273243
52270.30692,86276.09375,55746.86384,12.10587
57916.6796871,54872.1707586,99127.7455357,11.639593
97275.7254457,100624.040179,74849.5591514,19.90448
2076.45612429,9806.34695857,41907.8515629,20.347738
68.5165071429,46486.8945314,32451.9587057,24.007248
74891.2165171,98732.0647314,16598.76116,16.517517
106235.256697,66522.7511157,81171.57366,21.020733
9714.43150143,69973.0078129,67391.5401786,22.759029
19407.9813057,43157.7064729,102378.582589,23.271572
37671.8108257,98653.2924114,107041.149554,11.364276
35202.8320314,86336.8191971,81189.1964286,15.313449
3593.59026286,48422.0200886,7472.77134429,18.133873
82402.19308,104924.966517,51155.2232143,19.407341
62271.4843743,94581.9531257,69279.1852686,22.072851
103429.665179,23313.8155686,42915.0139514,15.43677
5399.58077571,39461.7410714,18445.0544086,20.746183
17991.5666857,31246.55413,35209.6261157,22.0998
13452.0465957,38245.0362729,11991.57087,18.437294
105258.11384,79329.4363843,95546.5959829,20.718866
106589.520089,44366.4815843,30976.3783486,17.37022
13994.7502786,76989.4084829,70321.3839286,21.025282
13762.4149,36675.8063614,13011.6141186,20.598541
7390.35016714,94937.8348214,99372.5223214,18.744968
74137.7455357,22565.15067,2890.59047143,15.76494
29176.8108257,72986.4508929,71378.9620543,21.268982
77549.9776786,2475.63389429,50118.8727686,11.638673
68241.9866071,55703.0915171,103377.667411,19.170218
67560.32366,91838.2589286,29268.6969871,19.107372
100626.595983,18952.49163,25760.4547986,18.083981
41016.2695314,95373.1808029,74607.2544643,18.18297
19251.3337057,17404.3317529,45920.3738843,12.996298
59882.2823657,94310.0558029,59481.8303571,15.435556
37534.07366,98609.5982143,104868.816964,10.601933
15710.2497214,41375.2008929,104114.888393,19.507677
90414.9720986,88199.6484371,90791.9363843,17.794876
300.525621429,43299.8158486,9892.74832571,9.734867
4759.25502286,12326.7522314,88119.6484371,9.527568
25854.9330357,73498.59375,70263.8671871,10.792728
21726.5094871,99546.1049114,106733.270089,15.497347
26250.7114957,83249.8772314,72304.5033486,17.063831
99815.6473214,45432.0563614,25113.3537943,20.552341
44639.68192,22818.3272886,41541.8136157,17.522533
86124.7377229,25678.4849329,29437.1456471,11.457145
19517.10798,72193.3147314,65392.2991071,17.007536
61567.6674114,31465.8426343,69966.3783486,7.752693
16224.5898443,30044.5591514,26158.9843743,16.545071
29451.56529,31280.4213171,77987.7343743,16.920973
