857 
9.794689e+14 5.136450e-07 1.041673e-08 
9.593613e+14 5.375358e-07 2.131886e-08 
9.396646e+14 5.625467e-07 3.272936e-08 
9.203722e+14 5.882876e-07 4.466629e-08 
9.014779e+14 6.149797e-07 5.714575e-08 
8.829696e+14 6.424104e-07 7.018792e-08 
8.648431e+14 6.710766e-07 8.381050e-08 
8.470869e+14 7.007837e-07 9.804000e-08 
8.296953e+14 7.314810e-07 1.128960e-07 
8.126624e+14 7.633508e-07 1.283994e-07 
7.959776e+14 7.961028e-07 1.445747e-07 
7.796353e+14 8.302761e-07 1.614442e-07 
7.636302e+14 8.656387e-07 1.790330e-07 
7.479520e+14 9.022245e-07 1.973700e-07 
7.325973e+14 9.400583e-07 2.164769e-07 
7.175562e+14 9.793260e-07 2.363856e-07 
7.028240e+14 1.019662e-06 2.571199e-07 
6.883957e+14 1.061393e-06 2.787032e-07 
6.742622e+14 1.102290e-06 3.011458e-07 
6.604189e+14 1.146826e-06 3.244745e-07 
6.468611e+14 1.195264e-06 3.487651e-07 
6.335803e+14 1.242726e-06 3.740529e-07 
6.205722e+14 1.291712e-06 4.003411e-07 
6.078325e+14 1.342254e-06 4.276588e-07 
5.953530e+14 1.394401e-06 4.560445e-07 
5.831310e+14 1.448184e-06 4.855259e-07 
5.711587e+14 1.501488e-06 5.161211e-07 
5.594321e+14 1.559007e-06 5.478658e-07 
5.479476e+14 1.650951e-06 5.811573e-07 
5.366976e+14 1.680285e-06 6.157102e-07 
5.256786e+14 1.742795e-06 6.512158e-07 
5.148870e+14 1.807181e-06 6.880337e-07 
5.043157e+14 1.873502e-06 7.262113e-07 
4.939626e+14 1.941794e-06 7.657809e-07 
4.838210e+14 2.012116e-06 8.067925e-07 
4.738876e+14 2.084709e-06 8.492864e-07 
4.641592e+14 2.159453e-06 8.933040e-07 
4.546295e+14 2.236272e-06 9.388982e-07 
4.452955e+14 2.315315e-06 9.861091e-07 
4.361540e+14 2.396620e-06 1.034978e-06 
4.271993e+14 2.480257e-06 1.085563e-06 
4.184293e+14 2.550051e-06 1.137734e-06 
4.098385e+14 2.638570e-06 1.191552e-06 
4.014240e+14 2.745596e-06 1.247399e-06 
3.931832e+14 2.839020e-06 1.305319e-06 
3.851107e+14 2.935526e-06 1.365215e-06 
3.772040e+14 3.034170e-06 1.427135e-06 
3.694603e+14 3.135026e-06 1.491118e-06 
3.618749e+14 3.239266e-06 1.557235e-06 
3.544452e+14 3.341770e-06 1.625496e-06 
3.471688e+14 3.451604e-06 1.695952e-06 
3.400411e+14 3.569243e-06 1.768775e-06 
3.330604e+14 3.684788e-06 1.844009e-06 
3.262222e+14 3.803603e-06 1.921682e-06 
3.195245e+14 3.925551e-06 2.001852e-06 
3.129650e+14 4.049982e-06 2.084568e-06 
3.065395e+14 4.178309e-06 2.169916e-06 
3.002459e+14 4.309965e-06 2.257959e-06 
2.940821e+14 4.445005e-06 2.348760e-06 
2.880443e+14 4.586157e-06 2.442435e-06 
2.821311e+14 4.727724e-06 2.539032e-06 
2.763386e+14 4.872938e-06 2.638614e-06 
2.706650e+14 5.021878e-06 2.741247e-06 
2.651086e+14 5.173848e-06 2.846990e-06 
2.596656e+14 5.331842e-06 2.955959e-06 
2.543344e+14 5.492696e-06 3.068236e-06 
2.491131e+14 5.657540e-06 3.183879e-06 
2.439986e+14 5.826488e-06 3.302996e-06 
2.389890e+14 5.999619e-06 3.425661e-06 
2.340828e+14 6.177900e-06 3.551958e-06 
2.292768e+14 6.359883e-06 3.682005e-06 
2.245700e+14 6.546386e-06 3.815860e-06 
2.199593e+14 6.738146e-06 3.953652e-06 
2.154433e+14 6.933699e-06 4.095462e-06 
2.110205e+14 7.133946e-06 4.241362e-06 
2.066880e+14 7.339019e-06 4.391482e-06 
2.024445e+14 7.548992e-06 4.545906e-06 
1.982885e+14 7.762932e-06 4.704711e-06 
1.942174e+14 7.982790e-06 4.868032e-06 
1.902303e+14 8.207796e-06 5.035950e-06 
1.863247e+14 8.438111e-06 5.208608e-06 
1.824992e+14 8.673374e-06 5.386095e-06 
1.787527e+14 8.915093e-06 5.568511e-06 
1.750827e+14 9.162503e-06 5.756019e-06 
1.714880e+14 9.415683e-06 5.948720e-06 
1.679676e+14 9.674708e-06 6.146712e-06 
1.645190e+14 9.939730e-06 6.350161e-06 
1.611416e+14 1.020910e-05 6.559131e-06 
1.578332e+14 1.048624e-05 6.773792e-06 
1.545927e+14 1.076974e-05 6.994267e-06 
1.514191e+14 1.105965e-05 7.220667e-06 
1.483103e+14 1.135614e-05 7.453172e-06 
1.452653e+14 1.165927e-05 7.691898e-06 
1.422831e+14 1.196912e-05 7.936955e-06 
1.393619e+14 1.228589e-05 8.188538e-06 
1.365006e+14 1.260964e-05 8.446765e-06 
1.336984e+14 1.294052e-05 8.711753e-06 
1.309534e+14 1.327910e-05 8.983714e-06 
1.282651e+14 1.362470e-05 9.262742e-06 
1.256317e+14 1.397816e-05 9.549050e-06 
1.230523e+14 1.433937e-05 9.842771e-06 
1.205262e+14 1.470859e-05 1.014404e-05 
1.180516e+14 1.508603e-05 1.045308e-05 
1.156279e+14 1.547180e-05 1.077004e-05 
1.132542e+14 1.586600e-05 1.109505e-05 
1.109289e+14 1.626882e-05 1.142837e-05 
1.086517e+14 1.668030e-05 1.177009e-05 
1.064210e+14 1.710065e-05 1.212048e-05 
1.042360e+14 1.752999e-05 1.247969e-05 
1.020962e+14 1.796841e-05 1.284785e-05 
1.000000e+14 1.841621e-05 1.322525e-05 
9.794710e+13 1.887553e-05 1.361201e-05 
9.593593e+13 1.933803e-05 1.400842e-05 
9.396646e+13 1.981344e-05 1.441447e-05 
9.203742e+13 2.029876e-05 1.483049e-05 
9.014779e+13 2.079423e-05 1.525672e-05 
8.829696e+13 2.129639e-05 1.569330e-05 
8.648431e+13 2.181307e-05 1.614040e-05 
8.470869e+13 2.234090e-05 1.659839e-05 
8.296952e+13 2.290621e-05 1.706771e-05 
8.126625e+13 2.346040e-05 1.754859e-05 
7.959776e+13 2.402646e-05 1.804114e-05 
7.796353e+13 2.460446e-05 1.854556e-05 
7.636302e+13 2.519442e-05 1.906204e-05 
7.479519e+13 2.579659e-05 1.959094e-05 
7.325957e+13 2.641100e-05 2.013246e-05 
7.175562e+13 2.703774e-05 2.068680e-05 
7.028256e+13 2.767707e-05 2.125426e-05 
6.883942e+13 2.832936e-05 2.183524e-05 
6.742622e+13 2.899459e-05 2.242977e-05 
6.604203e+13 2.967329e-05 2.303823e-05 
6.468611e+13 3.036611e-05 2.366098e-05 
6.335803e+13 3.107292e-05 2.429826e-05 
6.205736e+13 3.179428e-05 2.495027e-05 
6.078325e+13 3.253080e-05 2.561748e-05 
5.953530e+13 3.328275e-05 2.630012e-05 
5.831310e+13 3.398620e-05 2.699779e-05 
5.711587e+13 3.477240e-05 2.771098e-05 
5.594322e+13 3.557573e-05 2.844066e-05 
5.479476e+13 3.639632e-05 2.918711e-05 
5.366976e+13 3.723452e-05 2.995084e-05 
5.256786e+13 3.809041e-05 3.073214e-05 
5.148870e+13 3.896395e-05 3.153129e-05 
5.043157e+13 3.985548e-05 3.234884e-05 
4.939616e+13 4.076502e-05 3.318507e-05 
4.838210e+13 4.169271e-05 3.404026e-05 
4.738887e+13 4.264141e-05 3.491492e-05 
4.641582e+13 4.359601e-05 3.580950e-05 
4.546295e+13 4.456946e-05 3.672389e-05 
4.452964e+13 4.556249e-05 3.765868e-05 
4.361540e+13 4.657581e-05 3.861438e-05 
4.271993e+13 4.760986e-05 3.959131e-05 
4.184293e+13 4.866520e-05 4.058981e-05 
4.098385e+13 4.974246e-05 4.161053e-05 
4.014240e+13 5.084213e-05 4.265384e-05 
3.931832e+13 5.196385e-05 4.372007e-05 
3.851107e+13 5.312503e-05 4.481010e-05 
3.772040e+13 5.429352e-05 4.592428e-05 
3.694603e+13 5.548522e-05 4.706283e-05 
3.618749e+13 5.670045e-05 4.822647e-05 
